S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
7496,20/06/2020,Tripura,1178,520,657,1
7497,21/06/2020,Tripura,1186,505,680,1
7498,22/06/2020,Tripura,1221,461,759,1
7499,23/06/2020,Tripura,1237,454,782,1
7500,24/06/2020,Tripura,1259,451,807,1
7501,25/06/2020,Tripura,1259,361,897,1
7502,26/06/2020,Tripura,1290,270,1019,1
7503,27/06/2020,Tripura,1325,269,1055,1
7504,28/06/2020,Tripura,1334,262,1071,1
7505,29/06/2020,Tripura,1346,266,1079,1
7506,30/06/2020,Tripura,1380,294,1085,1
7507,01/07/2020,Tripura,1388,301,1086,1
7508,02/07/2020,Tripura,1396,302,1093,1
7509,03/07/2020,Tripura,1435,288,1146,1
7510,04/07/2020,Tripura,1525,325,1199,1
7511,05/07/2020,Tripura,1546,343,1202,1
7512,06/07/2020,Tripura,1568,365,1202,1
7513,07/07/2020,Tripura,1680,460,1219,1
7514,08/07/2020,Tripura,1704,455,1248,1
7515,09/07/2020,Tripura,1761,436,1324,1
7516,10/07/2020,Tripura,1776,437,1338,1
7517,11/07/2020,Tripura,1918,545,1372,1
7518,12/07/2020,Tripura,1949,572,1375,2
7519,13/07/2020,Tripura,2054,631,1421,2
7520,14/07/2020,Tripura,2080,603,1475,2
7521,15/07/2020,Tripura,2170,630,1538,2
7522,16/07/2020,Tripura,2268,661,1604,3
7523,17/07/2020,Tripura,2283,676,1604,3
7524,18/07/2020,Tripura,2366,679,1684,3
7525,19/07/2020,Tripura,2654,914,1735,5
7526,20/07/2020,Tripura,2878,1114,1759,5
7527,21/07/2020,Tripura,3079,1227,1845,7
7528,22/07/2020,Tripura,3331,1397,1926,8
7529,23/07/2020,Tripura,3449,1408,2032,9
7530,24/07/2020,Tripura,3656,1574,2072,10
7531,25/07/2020,Tripura,3759,1617,2131,11
7532,26/07/2020,Tripura,3862,1642,2209,11
7533,27/07/2020,Tripura,3900,1526,2361,13
7534,28/07/2020,Tripura,4049,1565,2467,17
7535,29/07/2020,Tripura,4269,1627,2621,21
7536,30/07/2020,Tripura,4485,1786,2678,21
7537,31/07/2020,Tripura,4706,1723,2962,21
7538,01/08/2020,Tripura,4978,1630,3327,21
7539,02/08/2020,Tripura,5233,1747,3463,23
7540,03/08/2020,Tripura,5374,1742,3605,27
7541,04/08/2020,Tripura,5505,1802,3675,28
7542,05/08/2020,Tripura,5628,1873,3725,30
7543,06/08/2020,Tripura,5725,1901,3793,31
7544,07/08/2020,Tripura,5853,1957,3860,36
7545,08/08/2020,Tripura,5999,1878,4084,37
7546,09/08/2020,Tripura,6146,1929,4176,41
7547,10/08/2020,Tripura,6208,1723,4443,42
7548,11/08/2020,Tripura,6372,1673,4656,43
7549,12/08/2020,Tripura,6482,1601,4838,43
7550,13/08/2020,Tripura,6603,1647,4912,44
7551,14/08/2020,Tripura,6767,1706,5015,46
7552,15/08/2020,Tripura,6934,1796,5088,50
7553,16/08/2020,Tripura,7061,1855,5151,55
7554,17/08/2020,Tripura,7204,1859,5286,59
7555,18/08/2020,Tripura,7409,1943,5404,62
7556,19/08/2020,Tripura,7645,2083,5497,65
7557,20/08/2020,Tripura,7835,2205,5565,65
7558,21/08/2020,Tripura,8091,2373,5649,69
7559,22/08/2020,Tripura,8371,2240,6061,70
7560,23/08/2020,Tripura,8702,2448,6182,72
7561,24/08/2020,Tripura,8902,2488,6341,73
7562,25/08/2020,Tripura,9195,2703,6414,78
7563,26/08/2020,Tripura,9523,2866,6574,83
7564,27/08/2020,Tripura,9908,3126,6697,85
7565,28/08/2020,Tripura,10414,3486,6839,89
7566,29/08/2020,Tripura,10857,3726,7037,94
7567,30/08/2020,Tripura,11307,3977,7232,98
7568,31/08/2020,Tripura,11644,4108,7433,103
7569,01/09/2020,Tripura,12153,4366,7674,113
7570,02/09/2020,Tripura,12702,4737,7847,118
7571,03/09/2020,Tripura,13292,5133,8033,126
7572,04/09/2020,Tripura,13816,5475,8212,129
7573,05/09/2020,Tripura,14507,5888,8483,136
7574,06/09/2020,Tripura,15109,6220,8745,144
7575,07/09/2020,Tripura,15508,6311,9048,149
7576,08/09/2020,Tripura,16135,6641,9342,152
7577,09/09/2020,Tripura,16717,6903,9653,161
7578,10/09/2020,Tripura,17252,7086,9993,173
7579,11/09/2020,Tripura,17811,7383,10255,173
7580,12/09/2020,Tripura,18281,7365,10734,182
7581,13/09/2020,Tripura,18910,7584,11132,194
7582,14/09/2020,Tripura,19165,7429,11536,200
7583,15/09/2020,Tripura,19696,7564,11925,207
7584,16/09/2020,Tripura,20150,7498,12435,217
7585,17/09/2020,Tripura,20676,7498,12956,222
7586,18/09/2020,Tripura,20949,7162,13559,228
7587,19/09/2020,Tripura,21484,7107,14142,235
7588,20/09/2020,Tripura,22032,6983,14810,239
7589,21/09/2020,Tripura,22275,6566,15464,245
7590,22/09/2020,Tripura,22834,6700,15883,251
7591,23/09/2020,Tripura,23338,6599,16486,253
7592,24/09/2020,Tripura,23789,6551,16978,260
7593,25/09/2020,Tripura,24130,6378,17487,265
7594,26/09/2020,Tripura,24408,6148,17992,268
7595,27/09/2020,Tripura,24728,6066,18392,270
7596,28/09/2020,Tripura,24921,5689,18959,273
7597,29/09/2020,Tripura,25353,5874,19203,276
7598,30/09/2020,Tripura,25734,5765,19692,277
7599,01/10/2020,Tripura,26066,5691,20092,283
7600,02/10/2020,Tripura,26362,5480,20596,286
7601,03/10/2020,Tripura,26552,5366,20897,289
7602,04/10/2020,Tripura,26874,5171,21410,293
7603,05/10/2020,Tripura,27033,4858,21876,299
7604,06/10/2020,Tripura,27308,4876,22131,301
7605,07/10/2020,Tripura,27545,4621,22623,301
7606,08/10/2020,Tripura,27759,4389,23066,304
7607,09/10/2020,Tripura,27982,4197,23474,311
7608,10/10/2020,Tripura,28153,4039,23801,313
7609,11/10/2020,Tripura,28352,3951,24086,315
7610,12/10/2020,Tripura,28461,3742,24403,316
7611,13/10/2020,Tripura,28678,3738,24623,317
7612,14/10/2020,Tripura,28859,3500,25041,318
7613,15/10/2020,Tripura,29031,3318,25394,319
7614,16/10/2020,Tripura,29193,3105,25765,323
7615,17/10/2020,Tripura,29327,2966,26035,326
7616,18/10/2020,Tripura,29468,2917,26222,329
7617,19/10/2020,Tripura,29553,2672,26550,331
7618,20/10/2020,Tripura,29688,2609,26748,331
7619,21/10/2020,Tripura,29800,2455,27013,332
7620,22/10/2020,Tripura,29925,2339,27252,334
7621,23/10/2020,Tripura,30070,2229,27502,339
7622,24/10/2020,Tripura,30135,2055,27740,340
7623,25/10/2020,Tripura,30221,1992,27886,343
7624,26/10/2020,Tripura,30257,1845,28069,343
7625,27/10/2020,Tripura,30293,1796,28153,344
7626,28/10/2020,Tripura,30453,1754,28355,344
7627,29/10/2020,Tripura,30566,1696,28525,345
7628,30/10/2020,Tripura,30663,1580,28737,346
7629,31/10/2020,Tripura,30717,1493,28878,346
7630,01/11/2020,Tripura,30794,1400,29048,346
7631,02/11/2020,Tripura,30852,1270,29234,348
7632,03/11/2020,Tripura,30989,1321,29318,350
7633,04/11/2020,Tripura,31105,1322,29430,353
7634,05/11/2020,Tripura,31237,1339,29545,353
7635,12/03/2020,Uttar Pradesh,11,11,0,0
7636,13/03/2020,Uttar Pradesh,11,11,0,0
7637,14/03/2020,Uttar Pradesh,12,7,5,0
7638,15/03/2020,Uttar Pradesh,12,8,4,0
7639,16/03/2020,Uttar Pradesh,13,9,4,0
7640,17/03/2020,Uttar Pradesh,15,10,5,0
7641,18/03/2020,Uttar Pradesh,16,11,5,0
7642,19/03/2020,Uttar Pradesh,17,12,5,0
7643,20/03/2020,Uttar Pradesh,19,10,9,0
7644,21/03/2020,Uttar Pradesh,24,15,9,0
7645,22/03/2020,Uttar Pradesh,27,18,9,0
7646,23/03/2020,Uttar Pradesh,31,22,9,0
7647,24/03/2020,Uttar Pradesh,33,24,9,0
7648,25/03/2020,Uttar Pradesh,33,22,11,0
7649,26/03/2020,Uttar Pradesh,37,26,11,0
7650,27/03/2020,Uttar Pradesh,41,30,11,0
7651,28/03/2020,Uttar Pradesh,55,44,11,0
7652,29/03/2020,Uttar Pradesh,55,44,11,0
7653,30/03/2020,Uttar Pradesh,75,64,11,0
7654,31/03/2020,Uttar Pradesh,101,87,14,0
7655,01/04/2020,Uttar Pradesh,103,89,14,0
7656,02/04/2020,Uttar Pradesh,113,97,14,2
7657,03/04/2020,Uttar Pradesh,113,97,14,2
7658,04/04/2020,Uttar Pradesh,174,153,19,2
7659,05/04/2020,Uttar Pradesh,227,206,19,2
7660,06/04/2020,Uttar Pradesh,227,206,19,2
7661,07/04/2020,Uttar Pradesh,305,281,21,3
7662,08/04/2020,Uttar Pradesh,326,302,21,3
7663,09/04/2020,Uttar Pradesh,361,330,27,4
7664,10/04/2020,Uttar Pradesh,410,375,31,4
7665,11/04/2020,Uttar Pradesh,431,395,32,4
7666,12/04/2020,Uttar Pradesh,452,402,45,5
7667,13/04/2020,Uttar Pradesh,483,432,46,5
7668,14/04/2020,Uttar Pradesh,558,504,49,5
7669,15/04/2020,Uttar Pradesh,660,605,50,5
7670,16/04/2020,Uttar Pradesh,735,673,51,11
7671,17/04/2020,Uttar Pradesh,805,718,74,13
7672,18/04/2020,Uttar Pradesh,849,753,82,14
7673,19/04/2020,Uttar Pradesh,969,869,86,14
7674,20/04/2020,Uttar Pradesh,1084,959,108,17
7675,21/04/2020,Uttar Pradesh,1184,1026,140,18
7676,22/04/2020,Uttar Pradesh,1294,1134,140,20
7677,23/04/2020,Uttar Pradesh,1449,1255,173,21
7678,24/04/2020,Uttar Pradesh,1510,1280,206,24
7679,25/04/2020,Uttar Pradesh,1621,1349,247,25
7680,26/04/2020,Uttar Pradesh,1793,1505,261,27
7681,27/04/2020,Uttar Pradesh,1868,1550,289,29
7682,28/04/2020,Uttar Pradesh,1955,1589,335,31
7683,29/04/2020,Uttar Pradesh,2053,1557,462,34
7684,30/04/2020,Uttar Pradesh,2134,1585,510,39
7685,01/05/2020,Uttar Pradesh,2203,1651,513,39
7686,02/05/2020,Uttar Pradesh,2328,1632,654,42
7687,03/05/2020,Uttar Pradesh,2487,1755,689,43
7688,04/05/2020,Uttar Pradesh,2645,1848,754,43
7689,05/05/2020,Uttar Pradesh,2766,1914,802,50
7690,06/05/2020,Uttar Pradesh,2880,1837,987,56
7691,07/05/2020,Uttar Pradesh,2998,1808,1130,60
7692,08/05/2020,Uttar Pradesh,3071,1759,1250,62
7693,09/05/2020,Uttar Pradesh,3214,1761,1387,66
7694,10/05/2020,Uttar Pradesh,3373,1800,1499,74
7695,11/05/2020,Uttar Pradesh,3467,1740,1653,74
7696,12/05/2020,Uttar Pradesh,3573,1735,1758,80
7697,13/05/2020,Uttar Pradesh,3664,1709,1873,82
7698,14/05/2020,Uttar Pradesh,3729,1744,1902,83
7699,15/05/2020,Uttar Pradesh,3902,1742,2072,88
7700,16/05/2020,Uttar Pradesh,4057,1797,2165,95
7701,17/05/2020,Uttar Pradesh,4258,1713,2441,104
7702,18/05/2020,Uttar Pradesh,4259,1714,2441,104
7703,19/05/2020,Uttar Pradesh,4605,1704,2783,118
7704,20/05/2020,Uttar Pradesh,4926,1885,2918,123
7705,21/05/2020,Uttar Pradesh,5175,1982,3066,127
7706,22/05/2020,Uttar Pradesh,5515,2173,3204,138
7707,23/05/2020,Uttar Pradesh,5735,2345,3238,152
7708,24/05/2020,Uttar Pradesh,6017,2456,3406,155
7709,25/05/2020,Uttar Pradesh,6268,2569,3538,161
7710,26/05/2020,Uttar Pradesh,6532,2786,3581,165
7711,27/05/2020,Uttar Pradesh,6548,2680,3698,170
7712,28/05/2020,Uttar Pradesh,6991,2818,3991,182
7713,29/05/2020,Uttar Pradesh,7170,2758,4215,197
7714,30/05/2020,Uttar Pradesh,7284,2842,4244,198
7715,31/05/2020,Uttar Pradesh,7445,2834,4410,201
7716,01/06/2020,Uttar Pradesh,7823,2901,4709,213
7717,02/06/2020,Uttar Pradesh,8075,3015,4843,217
7718,03/06/2020,Uttar Pradesh,8361,3109,5030,222
7719,04/06/2020,Uttar Pradesh,8729,3324,5176,229
7720,05/06/2020,Uttar Pradesh,9237,3553,5439,245
7721,06/06/2020,Uttar Pradesh,9733,3828,5648,257
7722,07/06/2020,Uttar Pradesh,9733,3828,5648,257
7723,08/06/2020,Uttar Pradesh,10536,4076,6185,275
